"產地","主旨","原因","進口商名稱","進口商地址","貨品分類號列","檢驗方法","不合格原因暨檢出量詳細說明","法規限量標準","製造廠或出口商名稱","製造商代碼","牌名","重量","處置情形","發布日期","報驗受理日期","附圖"
"中國大陸","澳洲夏威夷果仁(原味)(薄鹽味)(蜂蜜味)","甜味劑含量不符規定","中智實業有限公司","臺北市中山區中山北路3段25號2樓之33","2008.19.90.90-9","衛生福利部109年9月9日衛授食字第1091901745號公告訂定-「食品中甜味劑之檢驗方法-多重分析」(MOHWA0030.00)」","檢出甜味劑環己基(代)磺醯胺酸0.14 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，案內產品非表列准用之食品範圍，本案不符合食品安全衛生管理法第18條規定。","YICHENG FOOD DEVELOPMENT CO., LTD.","","YICHENG","300.00 CTN(600.00 )","案內不符合商品依規定退運或銷毀。","2023/09/19","2023/08/21","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638306485052583792"
"巴西","乾綠豆","農藥殘留含量不符規定","台灣捷鴿穀物有限公司","台南市中西區湖美街106之7號","0713.31.10.90-0","衛生福利部食品藥物管理署112年4月20日修正建議檢驗方法「食品中殘留農藥檢驗方法-磷化氫之檢驗(TFDAP0025.01)」","檢出殘留農藥磷化氫0.041 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","SORRIBRAS ALIMENTOS E COMERCIO DE CEREAIS LTDA","","","150.00 TNE(150,000.00 )","案內不符合商品依規定退運或銷毀。","2023/09/19","2023/08/21","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638306485334966402"
"越南","椰果仁","漂白劑含量不符規定","吉晟有限公司","屏東縣新園鄉田洋村仙隆路245-6號","2106.90.99.90-3","衛生福利部111.11.18衛授食字第1111902258號公告檢驗方法「食品中二氧化硫之檢驗方法」(MOHWA0013.03)","檢出二氧化硫0.203 g/kg，依業者說明文件產品成分椰果凍(佔產品整體79.7 %)製程含浸泡於漂白劑偏亞硫酸氫鈉步驟，經換算二氧化硫於椰果凍用量為0.25 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，偏亞硫酸氫鈉於其他加工食品用量以計為SO2殘留量 0.030 g/kg以下，本案不符合食品安全衛生管理法第18條規定。","CO SO SX THACH DUA ANH DAO","","ANH DAO","120.00 CTN(1,800.00 )","案內不符合商品依規定退運或銷毀。","2023/09/19","2023/08/22","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638306485740170936"
"澳大利亞","調味料","農藥殘留含量不符規定","禾朵國際有限公司","新竹市東區東園里八德路78號","2103.90.90.90-5","食品藥物管理署公開建議檢驗方法「食品中環氧乙烷及其反應產物2-氯乙醇之檢驗方法」(TFDAP0022.04)【自112.07.05生效】","檢出殘留農藥環氧乙烷1.1 mg/kg","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","KODU & CO PTY LTD.","","","10.00 BAG(3.00 )","案內不符合商品依規定退運或銷毀。","2023/09/19","2023/08/24","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638306485935172182"
"西班牙","辣椒粉","農藥殘留含量不符規定","漢馨企業有限公司","台北市內湖區康寧路3段190巷5號4樓","0904.22.00.00-1","食品藥物管理署公開建議檢驗方法「食品中殘留農藥檢驗方法－多重殘留分析方法(六)」(TFDAP0007.04)【自112.04.20生效】","檢出殘留農藥MCPA 0.13 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","FINESSE ENTERPRISE CO.,LTD.","","","2,000.00 KGM(2,000.00 )","案內不符合商品依規定退運或銷毀。","2023/09/19","2023/08/25","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638306486684402200"
"泰國","大白芝麻","農藥殘留含量不符規定","長春雜糧股份有限公司","臺北市萬華區昆明街306號3樓","1207.40.00.90-2","衛生福利部食品藥物管理署112年4月20日修正建議檢驗方法「食品中殘留農藥檢驗方法-磷化氫之檢驗(TFDAP0025.01)」","檢出殘留農藥磷化氫0.013 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","SANBON COMPANY LIMITED","","鷹標","19.05 TNE(19,050.00 )","案內不符合商品依規定退運或銷毀。","2023/09/19","2023/08/28","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638306487081771306"
"美國","辣椒醬","漂白劑含量不符規定","河洛企業股份有限公司","臺北市中山區德惠街16之5號5樓","2103.90.90.90-5","衛生福利部111.11.18衛授食字第1111902258號公告檢驗方法「食品中二氧化硫之檢驗方法」(MOHWA0013.03)","檢出二氧化硫0.50 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，其他加工食品用量以二氧化硫計為0.03 g/kg以下，本案不符合食品安全衛生管理法第18條規定。","HUY FONG FOODS,INC.","","匯豐食品","1,050.00 CAS(9,991.80 )","案內不符合商品依規定退運或銷毀。","2023/09/19","2023/08/28","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638306488549207320"
"泰國","鮮椰子","農藥殘留含量不符規定","炳棋開發企業有限公司","台南市新市區新和里民生路45號1樓","0801.19.00.90-1","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥亞托敏0.07 ppm","依據「農藥殘留容許量標準」，農藥亞托敏容許量為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","FULL RICH INTERNATIONAL TRADING CO.,LTD","","GF","15.00 CTN(230.00 )","案內不符合商品依規定退運或銷毀。","2023/09/19","2023/08/29","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638306487745790416"
"泰國","山竹","重金屬含量不符規定","佳和鮮果貿易股份有限公司","彰化縣和美鎮犁盛里十茂路5巷8號","0804.50.30.00-1","衛生福利部109.07.01訂定「蔬果植物類、果醬和果凍食品中重金屬檢驗方法」(MOHWH0024.00)","檢出重金屬鎘0.06 mg/kg","依據「食品中污染物質及毒素衛生標準」，鎘於其他未列之蔬菜及水果類限量為 0.05 mg/kg，本案不符合食品安全衛生管理法第17條規定。","SIAM FRESH ENTERPRISE CO.,LTD.","","","2,696.00 KGM(2,696.00 )","案內不符合商品依規定退運或銷毀。","2023/09/26","2023/09/10","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638312476867409255"
"泰國","草莓&水果穀麥片","防腐劑含量不符規定","味之旅貿易有限公司","新北市新莊區昌隆街67號5樓之3","1904.10.90.20-0","衛生福利部108年1月30日衛授食字第1081900155號公告修正「食品中防腐劑之檢驗方法(MOHWA0020.03)」","檢出防腐劑苯甲酸、己二烯酸而未見於中文標示成分中，經業者提供產品成分說明係因成分「凍乾草莓」浸漬添加糖漿，糖漿中含已二烯酸鉀及苯甲酸鈉，惟依業者提供之比例資料將檢出值(苯甲酸0.04 g/kg、己二烯酸0.06 g/kg)回推計算原糖漿防腐劑含量，己二烯酸0.8 g/kg、苯甲酸0.5 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，調味糖漿己二烯酸用量以Sorbic Acid計為1.0 g/kg以下，苯甲酸用量以Benzoic Acid計為1.0 g/kg以下，混合使用防腐劑時，每一種防腐劑之使用量除以其用量標準所得之數值（即使用量/用量標準）總和不得大於1，本案不符合食品安全衛生管理法第18條規定。","THAI YOUNGER FARM CO., LTD","","YOUNGER","300.00 CTN(810.00 )","案內不符合商品依規定退運或銷毀。","2023/09/26","2023/07/31","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638312476564935820"
"越南","杯","容器具-溶出試驗不符規定","鴻翊聯合股份有限公司","臺北市松山區敦化南路1段21號4樓之3","3924.10.00.20-1","衛生福利部107年9月20日衛授食字第1071901850號公告修正「食品器具、容器、包裝檢驗方法-以甲醛-三聚氰胺為合成原料之塑膠類檢驗(MOHWU0029.03)」","案內產品以4%醋酸(60℃,30分鐘)溶出試驗結果，蒸發殘渣值34 ppm","依據「食品器具容器包裝衛生標準」，以甲醛-三聚氰胺為合成原料之塑膠類，其以4%醋酸(60℃,30分鐘)溶出試驗蒸發殘渣合格標準為30 ppm以下，本案不符合食品安全衛生管理法第17條規定。","RICE A/S","","","60.00  PCE(6.60  )","案內不符合商品依規定退運或銷毀。","2023/09/26","2023/08/16","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638312476433181725"
"印尼","木薯餅","防腐劑含量不符規定","順俐國際事業有限公司","新北市汐止區工建路56號4樓之4","1901.90.99.00-1","衛生福利部108年1月30日衛授食字第1081900155號公告修正「食品中防腐劑之檢驗方法(MOHWA0020.03)」","檢出防腐劑苯甲酸1.4 g/kg、己二烯酸0.55 g/kg","依據「食品添加物使用範圍及限量暨規格標準」，糕餅防腐劑苯甲酸用量以Benzoic acid計為1.0 g/kg以下、己二烯酸用量以Sorbic acid計為1.0 g/kg以下，且混合使用防腐劑時，每一種防腐劑之使用量除以其用量標準所得之數值(即使用量/用量標準)總和不得大於 1，本案不符合食品安全衛生管理法第18條規定。","PT.LAHUD JAYA ABADI","","","495.00 KGM(495.00 )","案內不符合商品依規定退運或銷毀。","2023/09/26","2023/08/21","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638312476121586605"
"羅馬尼亞","餅乾-蜂蜜牛奶風味","甜味劑含量不符規定","偉展國際企業社","桃園市平鎮區復興里環南路18號11樓之1","1905.31.00.00-7","衛生福利部109年9月9日衛授食字第1091901745號公告「食品中甜味劑之檢驗方法－多重分析(MOHWA0030.00)」","檢出甜味劑糖精0.08 g/kg，業者說明糖精係添加於成分中之蜂蜜","依據「食品添加物使用範圍及限量暨規格標準」，蜂蜜非表列准用之食品範圍，本案不符合食品安全衛生管理法第18條規定。","S.C. TIMO SERV S.R.L.","","RONTAILA","1,120.00 PCE(168.00  )","案內不符合商品依規定退運或銷毀。","2023/09/26","2023/08/25","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638312475706024162"
"南非","綠豆","農藥殘留含量不符規定","美喻有限公司","臺北市中正區重慶南路1段121號6樓之12","0713.31.10.90-0","衛生福利部食品藥物管理署112年4月20日修正建議檢驗方法「食品中殘留農藥檢驗方法-磷化氫之檢驗(TFDAP0025.01)」","檢出殘留農藥磷化氫0.008 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","AGT FOODS AFRICA (PTY) LTD.","","","120.00  TNE(120,000.00  )","案內不符合商品依規定退運或銷毀。","2023/09/26","2023/08/25","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638312475558249691"
"緬甸","黑芝麻","農藥殘留含量不符規定","順邁貿易有限公司","高雄市苓雅區中正一路161號2樓","1207.40.00.90-2","衛生福利部食品藥物管理署112年4月20日修正建議檢驗方法「食品中殘留農藥檢驗方法-磷化氫之檢驗(TFDAP0025.01)」","檢出殘留農藥磷化氫0.18 ppm","本案不符合食品安全衛生管理法第15條有關「農藥殘留容許量標準」規定。","SHWE SIN OO TRADING LIMITED","","","40.00 TNE(40,000.00 )","案內不符合商品依規定退運或銷毀。","2023/09/26","2023/08/25","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638312475327977703"
"荷蘭","洋芫荽","農藥殘留含量不符規定","東遠國際有限公司","臺北市中正區金門街9之14號","0712.90.90.90-2","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥待克利2.9 ppm、曼普胺0.95 ppm","依據「農藥殘留容許量標準」，農藥待克利容許量為2.0 ppm、曼普胺為不得檢出，本案不符合食品安全衛生管理法第15條規定。","VERSTEGEN SPICES & SAUCES BV","","VERSTEGEN","4.00 CAS(2.16 )","案內不符合商品依規定退運或銷毀。","2023/09/26","2023/09/04","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638312475002207333"
"日本","冷凍丁香魚","重金屬含量不符規定","連洋貿易有限公司","臺南市永康區正強里自強路192號1樓","0303.89.82.00-9","110年8月26日衛授食字第1101901802號公告「水產動物類、禽畜產品類及蜂蜜中重金屬檢驗方法(MOHWH0028.00)」","檢出重金屬鎘0.11 mg/kg","依據「食品中污染物質及毒素衛生標準」，鎘限量為0.05 mg/kg以下，本案不符合食品安全衛生管理法第17條規定。","FUKUOKA UOICHIBA CO.,LTD","熊本                                                                                                                                                                                                    ","","18.45 TNE(18,450.00 )","案內不符合商品依規定退運或銷毀。","2023/09/26","2023/09/08","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638312474714734524"
"印尼","調味料","甜味劑含量不符規定","鋐澄貿易有限公司","臺北市內湖區洲子街181號2樓","2103.90.90.90-5","衛生福利部109年9月9日衛授食字第1091901745號公告訂定-「食品中甜味劑之檢驗方法-多重分析」(MOHWA0030.00)」","檢出甜味劑環己基(代)磺醯胺酸0.02 g/kg，","依據「食品添加物使用範圍及限量暨規格標準」，案內產品非表列准用之食品範圍，依法不得添加，本案不符合食品安全衛生管理法第18條第1項規定。","BAMBOE INDONESIAN SPICES","","BAMBOE","30.00 CTN(288.00 )","案內不符合商品依規定退運或銷毀。","2023/10/03","2023/09/11","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638318527322588811"
"泰國","山竹","農藥殘留含量不符規定","佳和鮮果貿易股份有限公司","彰化縣和美鎮犁盛里十茂路5巷8號","0804.50.30.00-1","衛生福利部111.08.17衛授食字第1111901537號公告修正「食品中殘留農藥檢驗方法-多重殘留分析方法(五)」","檢出殘留農藥賽滅寧0.05 ppm","依據「農藥殘留容許量標準」，農藥賽滅寧定量極限為0.01 ppm，本案不符合食品安全衛生管理法第15條規定。","SIAM FRESH ENTERPRISE CO.,LTD.","","","1,704.00 KGM(1,704.00 )","案內不符合商品依規定退運或銷毀。","2023/10/03","2023/09/17","https://www.fda.gov.tw/TC/includes/GetFile.ashx?id=p638318527687569284"
